,pilot,mp,archetype,deck_uuid,place
935,Gregory Jackson,6,Dimir Doomsday,2603ef5d-734a-406e-85e0-b2cd00e53536,936
936,Garland Muller,6,Jeskai Control,26f49fda-ceb8-4ff5-bcef-b2cf00f0bdf0,937
937,Face4231,6,Izzet Prowess,019f27ef-7551-448f-a733-b2d1016eec6d,938
938,Zackery Myles,6,Izzet Prowess,bed3f5db-bd50-4e99-a654-b2d1010acb63,939
939,Sean McCary,6,Azorius Artifacts,d5b4dd46-e370-45a4-940f-b2d1006a8516,940
940,Clinton Martin,6,Azorius Omniscience,018176d5-3f95-4b13-9923-b2d100fd4e8d,941
941,Tyler Bush,6,Izzet Prowess,65628363-9f9c-47d7-a677-b2d1002aae39,942
942,Brian Petersen,6,Izzet Prowess,12d884a0-370f-489b-b802-b2d101595b4c,943
943,Matt Culbert,6,Esper Pixie,73032710-73a5-407c-a1fd-b2ce011a08cf,944
944,Nick Bell,6,Jeskai Convoke,19241643-e3f8-4dcb-ac37-b2d1011c6e3e,945
945,James McCoury,6,Jeskai Control,135df8a1-3a68-4b9a-9561-b2ce004c9df7,946
946,Limbberry,6,Jeskai Control,c4b72ebf-5741-4a21-a355-b2c300274792,947
947,Vinnie Fino,6,Jeskai Oculus,d63e2a08-91bd-4e41-81ae-b2d100782173,948
948,Corey Burkhart,6,Jeskai Oculus,367586e6-7d9e-477b-bf6f-b2d00114cba5,949
949,Levi Stevenson,6,Boros Tokens,c8d6c612-1637-4483-9abb-b2d001276858,950
950,Fdiesel1,6,Izzet Prowess,0a54298f-6c13-46be-b332-b2d0011b22a5,951
951,Jacob Wiechmann,6,Izzet Prowess,df8fd1e8-9ce4-418c-b560-b2d1014f055b,952
952,Thatcher Koenecke,6,Izzet Prowess,13aca260-6bd5-4613-9ceb-b2d100d6c41d,953
953,keyan jafari,6,Izzet Prowess,bbb24d28-0c0b-42a8-a758-b2d10119f4fe,954
954,Akshay Karthik,6,Izzet Prowess,7eef6495-7e6d-442f-b351-b2cf0007124f,955
955,CJ Voege,6,Izzet Prowess,68bea842-eb86-4596-afbf-b2d1005845e9,956
956,Robert Peschko,6,Dimir Midrange,bdf1bab1-03d4-44d7-b504-b2d0014d9444,957
957,Juan Astiazaran Ramos,6,Mono-Red Aggro,35480d4a-de3f-4f45-bb84-b2d10104e58b,958
958,Jae Yi,6,Jeskai Oculus,ff34232b-ddd0-4685-9997-b2cb008841e4,959
959,Dana Olson,6,Izzet Prowess,42400063-32f8-46ab-8760-b2d00139659b,960
960,akwaters123,6,Gruul Mice,83bcf107-ed56-4cb6-8ca7-b2cf0175c9e4,961
961,Aurinel18,6,Boros Mice,ea90363e-9e17-496d-ad01-b2d1015a7901,962
962,Kenan Diab,6,Izzet Prowess,803488bc-a128-48e6-b835-b2d100ec13a8,963
963,connorgerson7,6,Zur Overlords,f28ad10d-249d-4a81-a465-b2c70059cfdb,964
964,Zach Coughlin,6,Jeskai Control,58ea4a36-e133-4847-90ac-b2d10169ec9b,965
965,Aryeh Wiznitzer,6,Izzet Prowess,429269ef-f8d5-4689-8963-b2d10118a349,966
966,Icecreaam,6,Izzet Prowess,55aee1cf-05bf-4d04-a474-b2d1004f42dd,967
967,Wesley Hickman,6,Izzet Prowess,f84fec76-8ec6-4f58-81cf-b2d100e846fb,968
968,Hannah Seccia,6,Orzhov Pixie,da6fe2ea-4a36-4e68-b5c7-b2cf017b5d4e,969
969,Josh Emery,6,Selesnya Cage,6864732e-08fa-4c22-ad3c-b2d10016b8fc,970
970,VadaszJ,6,Orzhov Pixie,e59658a2-ab3a-429e-bd4e-b2d1006fd87c,971
971,jlroch28,6,Selesnya Aggro,86fbc19c-235b-4a5b-968d-b2d101218bc1,972
972,Casey Ford,6,Jeskai Oculus,cfd6c1e8-c225-4a94-a2f2-b2d1016fe367,973
973,Torin Butler,6,Jeskai Oculus,058d9ef6-37eb-4343-a8db-b2d1016055fd,974
974,SamirKumar1,6,Jeskai Oculus,56c9a997-5925-48fd-ba32-b2d1014ac198,975
975,David Dunham,6,Jeskai Oculus,c303288f-c622-4ce5-9c32-b2d1002eefcd,976
976,Brian Patton,6,Mono-Red Aggro,cb7c2333-e405-46cb-b0fd-b2d1012498ec,977
977,Lance Schultz,6,Gruul Mice,7838e0dd-65c9-4820-8e7b-b2d1002c143d,978
978,jqiu212,6,Jeskai Oculus,ca2302ea-c46e-48ca-8292-b2d101029664,979
979,Tanzu,6,Izzet Prowess,cd097771-435f-424d-88ff-b2d10053c413,980
980,Harper Wilson,6,Azorius Omniscience,d709db36-05c3-4f98-9f92-b2d101632d47,981
981,Aylin Davis,6,Jeskai Oculus,b014a86b-a9a3-476e-8b98-b2d1013aa4c2,982
982,Mike Inman,6,Izzet Prowess,4131156a-4165-4605-9dd6-b2d001052613,983
983,Andrew Debevoise,6,Izzet Prowess,442f6296-fc67-428b-8fef-b2d100dea119,984
984,Isaac Sears,6,Jeskai Oculus,bc68d002-a770-4f7d-b552-b2d100458b3b,985
985,Patrick Murphy,6,Mono-Red Aggro,070b9c46-61ae-4e88-b3d7-b2d1011cad3c,986
986,Adam Lappin,6,Jeskai Oculus,35b9edea-c23e-4877-91a0-b2d00167e664,987
987,Ricky Pelton,6,Azorius Control,1ef9afe5-2575-4224-89d2-b2d101579957,988
988,Terry Saul,6,Izzet Prowess,e32f028c-0be7-4537-bc94-b2d101669f1a,989
989,Mitchell Dahlke,6,Izzet Prowess,79c29a97-040a-4315-9399-b2d10167009f,990
990,ZackWind,6,Izzet Prowess,f81cdeeb-8155-4bff-9b65-b2d100691d89,991
991,Bobridges34,6,Dimir Midrange,49e07421-8416-49bc-bbd6-b2d100eb3d6e,992
992,buddybbusterkins,6,Boros Mice,f60b18cc-5b0c-4088-ace0-b2ce00e13c03,993
993,Kazi Baker,6,Izzet Prowess,d8e02edf-1370-4496-853b-b2d10017b40e,994
994,Xavier Higgins,6,Jeskai Oculus,4acd246e-bb91-4db1-809e-b2d10171ba42,995
995,Josh Maahs,6,Jeskai Oculus,87550e7e-0b7c-435a-8b82-b2d10119da13,996
996,Alex Higdon,6,Azorius Omniscience,64f84b12-1e99-45d1-b882-b2b800d9314d,997
997,Braden Delaney,6,Zur Overlords,14cd2008-8fa1-4edc-bf53-b2d101509111,998
998,Andrew Auburn,6,Jeskai Oculus,fff39211-25e0-46b2-92be-b2d1003cd499,999
999,Ndigity29,6,Golgari Midrange,5fc826da-7dae-4616-aa00-b2d1015d4b76,1000
1000,Gabo0630,6,Zur Overlords,96a10cd7-d105-4a1c-9496-b2d10029e03d,1001
1001,James Parrish,6,Jeskai Oculus,417dfb10-7bb3-4ecc-b9bd-b2d1010fdcad,1002
1002,johnnyinabucket,6,Mono-Red Aggro,5a0df0ee-3782-45cd-890c-b2d101340707,1003
1003,Edward Green,6,Izzet Prowess,f3aefd8f-3b04-4608-9c7a-b2d101454f42,1004
1004,Robert Jackson,6,Izzet Prowess,a38bdf2e-8885-4755-969d-b2d0011cffd8,1005
1005,Austintobeeyy,6,Jeskai Oculus,4d6c1545-6da4-4468-8b4d-b2d100309eec,1006
1006,Gabriel Carleton-Barnes,6,Azorius Omniscience,77f6a749-74aa-44ec-a1d5-b2d1013590a8,1007
1007,jche,6,Izzet Prowess,9104180a-8e97-41f5-8420-b2d1005bc65c,1008
1008,Robert Ferrigno,6,Izzet Prowess,ef45b8d5-540e-4ac0-99bc-b2d101509890,1009
1009,Ethan Ginsberg,6,Izzet Prowess,5e3dc587-d264-426f-b6ca-b2d10154a06f,1010
1010,Travis Fredrich,6,Izzet Prowess,853e5021-9fce-4e26-8923-b2d1013283d0,1011
1011,Ryan Hosie,6,Esper Pixie,77b54024-59ef-4838-939d-b2d1001474fb,1012
1012,Luke Brandes,6,Jeskai Oculus,94dd1ea6-1c50-43c5-9669-b2d0016ca961,1013
1013,Ainsley,6,Zur Overlords,78d763aa-5c00-4c4f-9036-b2cf013c825f,1014
1014,Michael Carter,6,Izzet Prowess,70990807-883a-4603-958f-b2cf015a655f,1015
1015,Jeffrey Gavia,6,Azorius Omniscience,6f321061-05c9-4d61-8f72-b2d1008db138,1016
1016,Miles Jones,6,Jeskai Oculus,b26c8698-2d3d-4fda-8ea2-b2d10170f538,1017
1017,Giovanni Chisci,6,Izzet Prowess,6dde8f19-9f80-4ce8-b8f1-b2d10123559b,1018
1018,benjaminhuynh,6,Izzet Prowess,625da960-427b-42b9-aa11-b2d100622b9f,1019
1019,Tal Friedman,6,Jeskai Oculus,b8899ac2-bb81-4557-877c-b2d10153431d,1020
1020,henry dylla,6,Temur Otters,1d4a1618-b668-4ecb-9109-b2d0015bdd31,1021
1021,Luis Miguel Collado,6,Jeskai Oculus,bede5068-63dd-46d9-929f-b2d1004387cc,1022
1022,Joe Nguyen,6,Golgari Demons,28a9f879-8b4b-487b-80ce-b2d1017566ed,1023
1023,Hayden Iske,6,Izzet Prowess,22659fd6-9e49-439e-b37a-b2d00166bb2a,1024
1024,"Hi, I'm Peo",6,Mono-Red Aggro,7c704cb6-c547-432a-9cb5-b2d0002e709e,1025
1025,Colter Anderson,6,Jeskai Oculus,c3cc3057-bda6-47e1-802b-b2d10057b55b,1026
1026,Kris Hamann,6,Izzet Prowess,35b4ff53-544f-492e-ab5e-b2d100d9f027,1027
1027,Angelo Lirazan,6,Izzet Prowess,faa27759-7479-4d65-b670-b2d000330396,1028
1028,Evan Sonnenberg-Rhim,6,Izzet Prowess,784afbae-27bf-4790-a6b2-b2d0004a5b19,1029
1029,NectarineRidges,6,Azorius Control,eaf29103-e398-4d3f-b53b-b2d10116a9f4,1030
1030,Jordan Vonderwell,6,Jeskai Oculus,f935988c-2842-426d-a93c-b2c9010f6076,1031
1031,Andrew Benson,6,Izzet Prowess,2efa3415-fc94-4de7-8ba9-b2d0018a584c,1032
1032,sammychuck,6,Mono-Red Aggro,84931326-7d4b-4f52-9035-b2d101404569,1033
1033,John Dunbar,6,Izzet Prowess,1351b8a4-27a7-4f4a-b65f-b2d10179efe9,1034
1034,Andrew Vondeylen,6,Esper Pixie,22e51c9d-a0b7-42c2-8f6c-b2d10165bd39,1035
1035,Terry Brown,6,Izzet Prowess,4a11afec-5c48-4e86-850f-b2d1015f91f7,1036
1036,Oren Erlich,6,Jeskai Oculus,1f31f284-d094-4d45-ade2-b2d1005e6b18,1037
1037,Ryx,6,Gruul Midrange,20033501-cede-4793-a76a-b2d101798871,1038
1038,Ashenmoore,6,Jeskai Oculus,b8464faf-d611-4933-9066-b2d101298694,1039
1039,Zachery McIntosh,6,Izzet Prowess,244d8b5d-9a68-483a-8559-b2d10167e88c,1040
1040,Patrick Warner,6,Zur Overlords,37dbc5c9-a3df-48c1-97c7-b2cf002e51dc,1041
1041,Joshua Neal,6,Izzet Prowess,9886991f-8303-4ebd-8429-b2d1012fa804,1042
1042,Ashkan Paykar,6,Jeskai Control,2e66518f-b9f8-4d68-afb0-b2d10069b781,1043
1043,Colton Scharenbroch,6,Izzet Prowess,45cef394-8498-4f9f-87ff-b2d1003c345c,1044
1044,Tossan,6,Izzet Prowess,65577318-7bd4-4a81-a411-b2d1014e568a,1045
1045,Idk1243,6,Jeskai Oculus,8a21e339-bedb-431b-9033-b2d0016b49c5,1046
1046,Brian Weber,6,Jeskai Control,4aa8571c-8d0a-411d-a27e-b2d100fe6ae5,1047
1047,Gene Friedman,6,Mono-Red Aggro,00298e4b-a1f9-472d-a334-b2ce010f3b11,1048
1048,Quacksington,6,Izzet Prowess,21a5410b-c9e6-4ebb-b464-b2d1012e068b,1049
1049,derryldepriest,6,Azorius Control,8aece904-81be-4848-ba79-b2d101462370,1050
1050,Josh Schroeder,6,Jeskai Control,142b3c17-6b3a-4e53-a0a5-b2cf0152fd46,1051
1051,Ryan Miles,6,Orzhov Pixie,7aa8fa4b-f7d7-474f-8335-b2d10172cab0,1052
1052,Jake Montalbano,6,Izzet Prowess,a9320dcb-8d58-46fb-b191-b2d101109346,1053
1053,Todd Jones,6,Azorius Omniscience,6d8c7eb3-cf08-4af7-85d2-b2cd014bc399,1054
1054,Robert Strong-Morse,6,Jeskai Oculus,a6a52441-f426-479b-9e66-b2d1018b4a87,1055
1055,Nicholas Odenheimer,6,Gruul Leyline,7165dffd-2c90-48b4-9668-b2ce00079302,1056
1056,Daniel Prue,6,Izzet Prowess,dc372618-edaa-48b7-91a1-b2d1005825a6,1057
1057,Matthew Bell,6,Izzet Prowess,51298268-0ae2-4e00-9dff-b2d1015f5a8e,1058
1058,toffeemamba,6,Dimir Midrange,a0e1fd00-eb1b-4a4a-8f9b-b2d1010f7f87,1059
1059,Luis Vasquez,6,Jeskai Oculus,100d335f-9630-40fc-8057-b2d1004bdef2,1060
1060,Dvanmeter17,6,Zur Overlords,019cbefb-b982-4563-85c5-b2d0017ad7c0,1061
1061,MaxtionHero,6,Abzan Pixie,22b18658-f1fe-4f04-bece-b2d10151c6cb,1062
1062,Christopher Medina,6,Mono-Red Aggro,bea43a52-3140-44f2-8ce1-b2d10173ac8c,1063
1063,Rottingham,6,Mardu Pixie,29f5ae22-6fa6-4dfd-808b-b2cf0055b5b4,1064
1064,Mike Egan,6,Jeskai Control,2d7e2178-e147-451d-a0d8-b2d10151f4fe,1065
1065,Curtis Eslami,6,Izzet Prowess,8ab8b837-795a-4848-8470-b2d10138c903,1066
1066,Louis Salerno,6,Izzet Prowess,51f8a340-6afc-458a-9df9-b2d10158aed6,1067
1067,Paul Nguyen,6,Mono-White Tokens,03f24036-3915-43c9-9600-b2d1015bf6a7,1068
1068,Justin Martinez,6,Azorius Omniscience,d8e4bc51-6985-4b01-abff-b2d1013fcaf5,1069
1069,Ron Rice,6,Gruul Leyline,bc6ae0a4-1c94-440f-bf4b-b2d00189630c,1070
1070,James Bell,6,Jeskai Oculus,6c427432-f688-4dc4-a2ec-b2d1011e2ad9,1071
1071,Hazel Smith,6,Mono-Red Aggro,a3c02808-8f32-4498-bca6-b2d1016c987a,1072
1072,Luke Fuller,6,Izzet Prowess,aae0fda4-38a2-4554-b3dd-b2d101603e50,1073
1073,Drew Gross,6,Orzhov Pixie,c1908790-e042-415f-a48f-b2cf00949b22,1074
1074,Charlie Dusterberg,6,Izzet Prowess,ca055062-3ae8-4faa-b9fa-b2d1010f3880,1075
1075,Daniel Smith,6,Izzet Prowess,1205a1f0-4f9e-499c-8b40-b2d100e30bc5,1076
1076,OOst,6,Izzet Prowess,6bf5a1ee-a766-4433-9f4f-b2d1013263a9,1077
1077,Khang Nguyen,6,Mono-Red Aggro,dc151c6b-adb1-4eba-a2c5-b2d10156f326,1078
1078,Gerardo Nunez,6,Jeskai Control,d40a5499-125e-41d3-909c-b2d1017ae2c1,1079
1079,Lexi Christensson,6,Izzet Prowess,33697ea9-b9ba-4659-938d-b2d101655c48,1080
1080,Oliver Peters,6,Izzet Prowess,6b11643e-1d62-4bbd-9bdf-b2d100ff1f48,1081
1081,Josh_8finity,6,Azorius Control,7560bafc-feab-420e-bb33-b2d1005d6dc1,1082
1082,Mirra Berglund,6,Izzet Prowess,411c6cf9-cc89-439a-ae15-b2d00035dbe3,1083
1083,Dallas Dick,6,Izzet Prowess,a71aab42-e50b-40cb-90fc-b2cf0184ac48,1084
1084,Ben Wienburg,6,Izzet Prowess,3a2abd10-1823-464f-a97d-b2cd01373f8c,1085
1085,Nolan Thompson,5,Orzhov Pixie,0311e45b-9bf2-4188-a5de-b2d101132576,1086
1086,Catsworn,5,Azorius Aggro,2568cf84-feca-4a45-b850-b2d000a88868,1087
1087,Michael Nelson,5,Jeskai Control,772b2fb2-de6f-4ea5-b285-b2d1001cc996,1088
1088,Connor Dempsey,4,Zur Overlords,b120d592-6b6d-4de3-a3ff-b2d100bdfaf4,1089
1089,Kevin Parker,4,Izzet Prowess,59a59617-a108-4f5b-bf8f-b2d10116db06,1090
1090,Skrocious,4,Zur Overlords,39428a52-45a7-44e0-aa92-b2d1016ae6ca,1091
1091,Grant Jackson,4,Jeskai Oculus,a6695ece-791a-4e3a-a974-b2d1016793f8,1092
1092,KevanKramer,4,Boros Mice,f8825d51-0762-4367-afea-b2c40126d085,1093
1093,FabianPhyrexian,4,Azorius Combo,80580dad-c754-4f4b-afcb-b2d101738df3,1094
1094,Matthew Davis,4,Esper Pixie,36ce8cdf-223e-4d02-aa15-b2d1015aeba0,1095
1095,Adam Doyle,4,Orzhov Pixie,601a2724-f1b1-4c26-b912-b2d00153c650,1096
1096,Brian Mesiona,4,Dimir Midrange,da4748ea-58a7-4f55-8764-b2d00076716b,1097
1097,RYAN Smith,4,Azorius Omniscience,645681c7-6f7c-4438-9b72-b2d101580221,1098
1098,Chad Whitehead,4,Zur Overlords,339f39f8-8f85-4609-a184-b2d10015ffb9,1099
1099,Quinton Haley,4,Izzet Prowess,ef2ba137-a98e-4b45-ab33-b2b0018b7e0c,1100
1100,Zachary Alexander,3,Azorius Auras,272b27ff-ecb2-45f2-8a66-b2c7004b4cdf,1101
1101,Jack Houle,3,Zur Overlords,ea4486ad-435c-4bad-800f-b2d1014502b9,1102
1102,John Cuvelier,3,Izzet Prowess,0495fb97-d073-409e-a88a-b2d1015191d8,1103
1103,Jacob Lambert-Lyons,3,Izzet Prowess,2cb72668-e945-4a50-900f-b2d1001b36d5,1104
1104,blake madson,3,Mono-Black Demons,92fabb18-c4da-42f6-a7fb-b2d10177e263,1105
1105,Johnny Deluna,3,Izzet Prowess,a3c72df4-ffaf-418b-9430-b2d101637cbb,1106
1106,Sam Simmons,3,Sultai Beanstalk,32805c4d-07c8-45ae-af37-b2d000ef7aab,1107
1107,Hattywomper,3,Mono-Black Demons,32dfa2e2-8a0b-4ded-a054-b2d1011f51c7,1108
1108,Chris Danis,3,Jeskai Control,5fabefe7-3a4c-4636-b23e-b2d10176edc5,1109
1109,Brian Switzer,3,Selesnya Cage,ff57f5b0-e5ef-43bd-ba69-b2cf0034e7b8,1110
1110,David Kring,3,Jeskai Control,b3db18ae-8eb7-4ac1-afac-b2d10026c010,1111
1111,Brian Dang,3,Jeskai Oculus,84a4a6cf-bacd-4021-af0e-b2d000304c4e,1112
1112,Jose Godoy,3,Izzet Cauldron,52a03a4a-b9d2-4183-be40-b2d100fa70df,1113
1113,GraysonAlexander,3,Simic Aggro,d967a0e1-3fa5-4a11-8e96-b2d1010ef915,1114
1114,ShadowTitan123,3,Jeskai Oculus,e7ec6647-b543-4808-a774-b2d10138df1f,1115
1115,Nicholas Castro,3,Bant Toxic,7b7d6d85-7daa-45c1-947b-b2d0002d0bee,1116
1116,Tier1GamesSoCal,3,Zur Overlords,6e3ec99d-f571-4902-ba3c-b2d10169deef,1117
1117,Michael Trevor,3,Izzet Prowess,0b0c76b6-df93-480f-af78-b2d1010da30d,1118
1118,Ben A Miller,3,Gruul Mice,1025d308-2656-4d37-90b0-b2d10030caf6,1119
1119,Zakaria Aossey,3,Izzet Prowess,97304862-75b1-404d-a7d5-b2d10008432e,1120
1120,Ahusga,3,Izzet Prowess,cccd73c2-486b-4fc3-bffd-b2d1016aacbc,1121
1121,Leo Anselmi,3,Jeskai Oculus,7e5e26a5-c5ca-4a3a-9060-b2d1016f6eb2,1122
1122,Johnny Daniel,3,Mono-Red Aggro,c3062938-7029-4221-8a1e-b2d1011fc275,1123
1123,Donald Sheldon,3,Azorius Omniscience,33e13c97-ddf5-44e1-902a-b2d1011934f5,1124
1124,David Stednitz,3,Zur Overlords,da1ad341-bd68-4670-b1ff-b2d101265fac,1125
1125,Tristolio,3,Jeskai Oculus,fa969f40-2730-4ccc-a146-b2d101766fbb,1126
1126,Harrison Bates,3,Mono-Red Aggro,1f07a768-f5dd-439b-ae73-b2d1012d5742,1127
1127,Carlos Zambrano,3,Izzet Prowess,a88b2b50-a089-47ef-b016-b2d1016b65db,1128
1128,Max Deresh,3,Jeskai Oculus,ec75d97a-03d1-4c1e-a8e6-b2d10169a998,1129
1129,Dane Yates,3,Azorius Midrange,c732182b-6114-4d64-ba23-b2d001074bc9,1130
1130,Forest Yan,3,Izzet Prowess,7a9e19b3-9877-46e2-b0d5-b2d1017a71d4,1131
1131,Matt Anciaux,3,Azorius Control,df1774df-b9b7-4e18-b802-b2cf016daca5,1132
1132,Nick Tardif,3,Boros Aggro,5729be7b-995d-4c65-bac0-b2d101721337,1133
1133,Justin Crozier,3,Izzet Prowess,a689038b-b05b-4998-b361-b2d0015dd6fd,1134
1134,Stanley Hartman,3,Izzet Prowess,766e7d07-66de-4bad-89ef-b2d00184bd33,1135
1135,Jarel Winston,3,Azorius Omniscience,4bff592b-6f55-43f9-a437-b2d1015cac68,1136
1136,WanderingDream22,3,Gruul Mice,96fba4ad-49d1-46b1-b028-b2d10118d392,1137
1137,ZachsEvilTwin,3,Dimir Midrange,48025bae-0217-4be8-9fb8-b2d100f84477,1138
1138,LlamaWizard,3,Selesnya Midrange,fe64d936-ed23-4ffd-b07b-b2d1012da906,1139
1139,Nicole Tipple,3,Izzet Prowess,07f183ba-ef91-46f6-9a6c-b2d00061b2c9,1140
1140,Ian Wolf,3,Izzet Prowess,69ae9f3c-c494-4d1f-a53e-b2d1004e2fbe,1141
1141,Brad D'Ambrosio,3,Jeskai Oculus,1ba6944f-26f5-421f-8050-b2d1009762e2,1142
1142,PardonMyFrench,3,Sultai Dragons,f795cb8f-5298-40b2-b229-b2d1003e5cc5,1143
1143,Conor Marley,3,Izzet Prowess,9617aa6d-dde7-49d5-9e7a-b2d101737b8f,1144
1144,Antonio Chemello,3,Simic Merfolk,8bbf9ba2-0883-473d-95b7-b2d10100341b,1145
1145,Spencer Martin,3,Golgari Midrange,b9244751-355d-499c-9cdd-b2ce0121f5fa,1146
1146,Ethan Hembree,3,Izzet Prowess,a44513a1-cc36-4ff7-90ab-b2d1015656af,1147
1147,Joseph01,3,Azorius Control,77fc9eed-7c6b-42aa-8f4e-b2b2004f8443,1148
1148,Ben Bauer,3,Izzet Prowess,92d4aabc-7321-4721-9023-b2ce011101ed,1149
1149,Richard Nealston,3,Mono-Black Demons,424d696c-30a3-4f06-96c9-b2d101670c3a,1150
1150,Ryan Brozovich,3,Izzet Prowess,a06a2ffe-e996-4230-98bf-b2d101168c9a,1151
1151,Austin Nichols,3,Azorius Omniscience,df125841-e3d3-41a2-b6b8-b2d001357917,1152
1152,Sam Beaulieu,3,Izzet Prowess,432c5daa-4131-4727-b944-b2d10036f0ea,1153
1153,unratedfate,3,Izzet Prowess,2048ec84-329a-4fd5-93ac-b2d10168f681,1154
1154,Kevin Downs,3,Azorius Omniscience,62b8496f-3886-42fc-a53c-b2d101564cb4,1155
1155,Micah Munson,3,Izzet Prowess,26db2978-7d10-4986-9abd-b2d101584f9e,1156
1156,Julian Eisenbraun,3,Izzet Prowess,7982f7f9-245e-4b78-a86d-b2d1014929b8,1157
1157,Jason Miller,3,Jeskai Oculus,11017447-b2e7-4352-8482-b2d1017a168c,1158
1158,Jonathan Buwalda,3,Izzet Prowess,4fd00899-f7cb-4dc7-8d72-b2d00030e1cd,1159
1159,Austin Query,3,Izzet Prowess,bfb23339-8bb0-43a4-abb5-b2d101692654,1160
1160,Dale Gamez,3,Mono-Red Aggro,4cdb5251-0195-4f42-91ac-b2d101842d60,1161
1161,ConnorDale,3,Golgari Midrange,fdc02b65-2b1b-4f0e-8fd8-b2ce003836ee,1162
1162,Lukas Parson,3,Golgari Midrange,6a039068-537f-4d3c-9f14-b2d1013ccd7b,1163
1163,Toothy,3,Izzet Prowess,f0a621d0-32f7-4e16-a9b4-b2d1004d5fd4,1164
1164,Steven Wilkins,3,Orzhov Pixie,0ca72e24-dd0b-4388-a7c1-b2d101652f6b,1165
1165,Ed Yelton,3,Mardu Combo,db63a672-c1c5-479f-9c33-b2cf012fd64a,1166
1166,BadBoyBartels,3,Mono-Red Aggro,8990b6c5-6dd5-47b5-a503-b2d1012ef104,1167
1167,TylerRaeburn,3,Orzhov Bounce,c2d99095-5433-4249-b71e-b2d1017fe326,1168
1168,Michael Hilton,3,Izzet Prowess,28bdc052-043b-4cbf-9aa1-b2d0018966ed,1169
1169,Chase Pumford,3,Five-Color Ramp,29fe1adf-d9ad-437b-8278-b2d10115e642,1170
1170,LCook,3,Izzet Prowess,b5e83775-62a7-4639-a4c9-b2d100f190a5,1171
1171,Donald Samuels,3,Izzet Prowess,06976d9d-04fd-4336-b3bc-b2cf016aa6c4,1172
1172,Pete Ingram,3,Izzet Prowess,d279512d-cfd6-4f83-a899-b2d10159f490,1173
1173,Andrew Ohlschwager,3,Izzet Prowess,60edd44c-5d4c-49dc-b05d-b2d1013162d3,1174
1174,Lucas Alvarado,3,Five-Color Reanimator,a58f0c85-4c13-46f0-9fd6-b2d00167db9d,1175
1175,Lauren Black,3,Boros Mice,8bf95edf-ccfd-41a0-9df7-b2d0014bf987,1176
1176,Jack Yudt,3,Izzet Prowess,554b3262-f83d-4793-be00-b2d101761ff8,1177
1177,Shen,3,Orzhov Pixie,715ea02b-df65-4a03-8c30-b2d101239003,1178
1178,Bswizz,3,Azorius Control,0a6182db-a4ed-49db-882d-b2d10052a1c2,1179
1179,DylanHeisey,3,Izzet Prowess,5390971f-5e15-4d42-86ba-b2d101507231,1180
1180,BakedZiti,3,Zur Overlords,081eb6c0-d84a-4286-bdb3-b2d1000e61d2,1181
1181,Riley Scott,3,Golgari Midrange,92abad53-0bb1-40ea-af3f-b2d100c74c8b,1182
1182,Marlee Shafer,3,Azorius Aggro,4ff6ab41-263a-40d4-ae59-b2d10176520f,1183
1183,Christopher Hiers,3,Mono-Red Aggro,d6dce4af-8d2e-4270-9b25-b2d1016fa63a,1184
1184,Austin Brazell,3,Izzet Prowess,81a3406f-629b-461a-b684-b2d100fed5c3,1185
1185,Noah Root,3,Izzet Prowess,ec1eabc8-396e-4a37-82c7-b2d100290b8b,1186
1186,AustinWelker,3,Mono-Red Aggro,71401e93-c046-4a64-a689-b2d101665557,1187
1187,Justin Plocher,3,Izzet Prowess,4425d64c-49f7-4e10-a407-b2d101326808,1188
1188,Jack Cramer,3,Izzet Prowess,ab64d577-5ff3-4b27-aff7-b2d1000c9457,1189
1189,Jrice84,3,Azorius Bounce,66930cf3-f6c2-4497-87a4-b2d1015f2eee,1190
1190,Pickle3500,3,Azorius Control,399b38c8-14b7-4200-972c-b2d1010e8a6c,1191
1191,Brennan Clark,3,Mono-Black Demons,ac8b97fc-36fa-4eac-a569-b2d10157fa42,1192
1192,Creyson Buckman,3,Jeskai Control,7a4bc2e6-66ea-4e1d-9824-b2d101290159,1193
1193,Kai Peetz,3,Jeskai Oculus,afc45a82-78f0-4054-be9c-b2d1015e2224,1194
1194,Srennison,3,Zur Overlords,94a98413-9aaf-41bd-ae4c-b2d000ff9a05,1195
1195,Nbellmy,3,Jeskai Control,96213814-3a98-4210-9b1a-b2d10049d1ba,1196
1196,IsaacCanlas,3,Izzet Prowess,9107311b-af66-47e2-af27-b2cf0125390b,1197
1197,JosC17,3,Dimir Midrange,8286c52c-2a22-4bb7-9c56-b2d1012ac488,1198
1198,rustygray,3,Abzan Sibsig Ceremony,0cb0382c-39de-498b-bed3-b2bb0131e3fe,1199
1199,William Dalke,3,Jeskai Oculus,54ed55dc-d73a-47cf-8b2d-b2d1004bdab5,1200
1200,AlekRivera,3,Jeskai Oculus,93e5ceab-e32e-4c5d-9ff7-b2d10048fd12,1201
1201,Fred Stryker,3,Izzet Prowess,02a7b7ae-de8c-4375-a99b-b2d101553e41,1202
1202,Travis Boyd,3,Esper Pixie,00e4d14a-deb5-4214-85ca-b2d1015ca74d,1203
1203,Sean Gallagher,3,Jeskai Control,43ede458-d365-4498-a8cc-b2d000351e62,1204
1204,Yinan Wan,3,Izzet Prowess,eec40d39-98b6-4eb2-b40e-b2d1002de933,1205
