,pilot,archetype,card,total,loc
20,"Graygrove, Paul",Izzet Prowess,"Ral, Crackling Wit",2,side
21,"Graygrove, Paul",Izzet Prowess,Spell Pierce,2,side
22,"Graygrove, Paul",Izzet Prowess,Sunspine Lynx,2,side
23,"Graygrove, Paul",Izzet Prowess,Torch the Tower,2,side
24,"Graygrove, Paul",Izzet Prowess,Witchstalker Frenzy,1,side
0,"Coyne, Hugh",Jeskai Oculus,Abhorrent Oculus,4,main
1,"Coyne, Hugh",Jeskai Oculus,Adarkar Wastes,1,main
2,"Coyne, Hugh",Jeskai Oculus,Battlefield Forge,2,main
3,"Coyne, Hugh",Jeskai Oculus,Fear of Missing Out,4,main
4,"Coyne, Hugh",Jeskai Oculus,Glacial Dragonhunt,2,main
5,"Coyne, Hugh",Jeskai Oculus,Helping Hand,4,main
6,"Coyne, Hugh",Jeskai Oculus,Inspiring Vantage,4,main
7,"Coyne, Hugh",Jeskai Oculus,Island,1,main
8,"Coyne, Hugh",Jeskai Oculus,Marauding Mako,4,main
9,"Coyne, Hugh",Jeskai Oculus,Mountain,1,main
10,"Coyne, Hugh",Jeskai Oculus,Proft's Eidetic Memory,4,main
11,"Coyne, Hugh",Jeskai Oculus,Seachrome Coast,4,main
12,"Coyne, Hugh",Jeskai Oculus,Sheltered by Ghosts,1,main
13,"Coyne, Hugh",Jeskai Oculus,Shivan Reef,4,main
14,"Coyne, Hugh",Jeskai Oculus,Spell Pierce,2,main
15,"Coyne, Hugh",Jeskai Oculus,Spirebluff Canal,4,main
16,"Coyne, Hugh",Jeskai Oculus,Spyglass Siren,1,main
17,"Coyne, Hugh",Jeskai Oculus,Steamcore Scholar,4,main
18,"Coyne, Hugh",Jeskai Oculus,Tersa Lightshatter,2,main
19,"Coyne, Hugh",Jeskai Oculus,Torch the Tower,4,main
20,"Coyne, Hugh",Jeskai Oculus,Winternight Stories,1,main
21,"Coyne, Hugh",Jeskai Oculus,Restless Anchorage,1,main
22,"Coyne, Hugh",Jeskai Oculus,Recommission,1,main
23,"Coyne, Hugh",Jeskai Oculus,"Chandra, Spark Hunter",1,side
24,"Coyne, Hugh",Jeskai Oculus,Destroy Evil,2,side
25,"Coyne, Hugh",Jeskai Oculus,Disdainful Stroke,2,side
26,"Coyne, Hugh",Jeskai Oculus,Exorcise,1,side
27,"Coyne, Hugh",Jeskai Oculus,Ghost Vacuum,2,side
28,"Coyne, Hugh",Jeskai Oculus,High Noon,2,side
29,"Coyne, Hugh",Jeskai Oculus,Loran of the Third Path,1,side
30,"Coyne, Hugh",Jeskai Oculus,Negate,1,side
31,"Coyne, Hugh",Jeskai Oculus,Sheltered by Ghosts,2,side
32,"Coyne, Hugh",Jeskai Oculus,Abrade,1,side
0,Kerci,Dimir Midrange,"Kaito, Bane of Nightmares",3,main
1,Kerci,Dimir Midrange,Deep-Cavern Bat,4,main
2,Kerci,Dimir Midrange,Enduring Curiosity,1,main
3,Kerci,Dimir Midrange,Forsaken Miner,3,main
4,Kerci,Dimir Midrange,"Gix, Yawgmoth Praetor",2,main
5,Kerci,Dimir Midrange,"Nashi, Searcher in the Dark",2,main
6,Kerci,Dimir Midrange,"Tinybones, the Pickpocket",2,main
7,Kerci,Dimir Midrange,Tishana's Tidebinder,1,main
8,Kerci,Dimir Midrange,Duress,1,main
9,Kerci,Dimir Midrange,Gix's Command,1,main
10,Kerci,Dimir Midrange,Anoint with Affliction,1,main
11,Kerci,Dimir Midrange,Cut Down,3,main
12,Kerci,Dimir Midrange,Go for the Throat,1,main
13,Kerci,Dimir Midrange,Reasonable Doubt,2,main
14,Kerci,Dimir Midrange,Spell Pierce,1,main
15,Kerci,Dimir Midrange,Case of the Stashed Skeleton,2,main
16,Kerci,Dimir Midrange,Corpses of the Lost,4,main
17,Kerci,Dimir Midrange,Nowhere to Run,2,main
18,Kerci,Dimir Midrange,Darkslick Shores,4,main
19,Kerci,Dimir Midrange,Gloomlake Verge,4,main
20,Kerci,Dimir Midrange,Restless Reef,2,main
21,Kerci,Dimir Midrange,Soulstone Sanctuary,2,main
22,Kerci,Dimir Midrange,Swamp,8,main
23,Kerci,Dimir Midrange,Underground River,4,main
24,Kerci,Dimir Midrange,"Sheoldred, the Apocalypse",1,side
25,Kerci,Dimir Midrange,Cut Down,1,side
26,Kerci,Dimir Midrange,Dreams of Steel and Oil,1,side
27,Kerci,Dimir Midrange,Duress,2,side
28,Kerci,Dimir Midrange,Ghost Vacuum,2,side
29,Kerci,Dimir Midrange,Negate,2,side
30,Kerci,Dimir Midrange,Preacher of the Schism,2,side
31,Kerci,Dimir Midrange,Spell Pierce,1,side
32,Kerci,Dimir Midrange,Withering Torment,1,side
33,Kerci,Dimir Midrange,Tishana's Tidebinder,2,side
0,"Ramos, Andres",Orzhov Pixie,Loran of the Third Path,2,main
1,"Ramos, Andres",Orzhov Pixie,"Beza, the Bounding Spring",2,main
2,"Ramos, Andres",Orzhov Pixie,"Sheoldred, the Apocalypse",1,main
3,"Ramos, Andres",Orzhov Pixie,Preacher of the Schism,4,main
4,"Ramos, Andres",Orzhov Pixie,Sunpearl Kirin,4,main
5,"Ramos, Andres",Orzhov Pixie,Nurturing Pixie,4,main
6,"Ramos, Andres",Orzhov Pixie,Momentum Breaker,3,main
7,"Ramos, Andres",Orzhov Pixie,Get Lost,1,main
8,"Ramos, Andres",Orzhov Pixie,Go for the Throat,1,main
9,"Ramos, Andres",Orzhov Pixie,Hopeless Nightmare,4,main
10,"Ramos, Andres",Orzhov Pixie,Nowhere to Run,4,main
11,"Ramos, Andres",Orzhov Pixie,Temporary Lockdown,4,main
12,"Ramos, Andres",Orzhov Pixie,Unholy Annex // Ritual Chamber,2,main
13,"Ramos, Andres",Orzhov Pixie,Caves of Koilos,4,main
14,"Ramos, Andres",Orzhov Pixie,Bleachbone Verge,4,main
15,"Ramos, Andres",Orzhov Pixie,Concealed Courtyard,4,main
16,"Ramos, Andres",Orzhov Pixie,Restless Fortress,2,main
17,"Ramos, Andres",Orzhov Pixie,Shadowy Backstreet,1,main
18,"Ramos, Andres",Orzhov Pixie,Soulstone Sanctuary,1,main
19,"Ramos, Andres",Orzhov Pixie,Plains,4,main
20,"Ramos, Andres",Orzhov Pixie,Swamp,4,main
21,"Ramos, Andres",Orzhov Pixie,Unholy Annex // Ritual Chamber,1,side
22,"Ramos, Andres",Orzhov Pixie,Bovine Intervention,2,side
23,"Ramos, Andres",Orzhov Pixie,Get Lost,2,side
24,"Ramos, Andres",Orzhov Pixie,Rest in Peace,2,side
25,"Ramos, Andres",Orzhov Pixie,Kutzil's Flanker,2,side
26,"Ramos, Andres",Orzhov Pixie,Wilt-Leaf Liege,2,side
27,"Ramos, Andres",Orzhov Pixie,Duress,4,side
0,"Wentz, Josh",Izzet Prowess,Cori-Steel Cutter,4,main
1,"Wentz, Josh",Izzet Prowess,Monastery Swiftspear,4,main
2,"Wentz, Josh",Izzet Prowess,Mountain,4,main
3,"Wentz, Josh",Izzet Prowess,Monstrous Rage,4,main
4,"Wentz, Josh",Izzet Prowess,Riverpyre Verge,4,main
5,"Wentz, Josh",Izzet Prowess,Shivan Reef,4,main
6,"Wentz, Josh",Izzet Prowess,Sleight of Hand,4,main
7,"Wentz, Josh",Izzet Prowess,Slickshot Show-Off,2,main
8,"Wentz, Josh",Izzet Prowess,Spirebluff Canal,4,main
9,"Wentz, Josh",Izzet Prowess,Stock Up,4,main
10,"Wentz, Josh",Izzet Prowess,Stormchaser's Talent,4,main
11,"Wentz, Josh",Izzet Prowess,Opt,4,main
12,"Wentz, Josh",Izzet Prowess,Burst Lightning,4,main
13,"Wentz, Josh",Izzet Prowess,Into the Flood Maw,3,main
14,"Wentz, Josh",Izzet Prowess,Drake Hatcher,2,main
15,"Wentz, Josh",Izzet Prowess,Island,5,main
16,"Wentz, Josh",Izzet Prowess,Ghost Vacuum,2,side
17,"Wentz, Josh",Izzet Prowess,Torch the Tower,2,side
18,"Wentz, Josh",Izzet Prowess,Spell Pierce,2,side
19,"Wentz, Josh",Izzet Prowess,Sunspine Lynx,2,side
20,"Wentz, Josh",Izzet Prowess,"Ral, Crackling Wit",2,side
21,"Wentz, Josh",Izzet Prowess,Screaming Nemesis,2,side
22,"Wentz, Josh",Izzet Prowess,Witchstalker Frenzy,1,side
23,"Wentz, Josh",Izzet Prowess,Drake Hatcher,1,side
24,"Wentz, Josh",Izzet Prowess,Lithomantic Barrage,1,side
0,"Momin, Amir",Izzet Prowess,Cori-Steel Cutter,4,main
1,"Momin, Amir",Izzet Prowess,Into the Flood Maw,3,main
2,"Momin, Amir",Izzet Prowess,Opt,4,main
3,"Momin, Amir",Izzet Prowess,Monstrous Rage,4,main
4,"Momin, Amir",Izzet Prowess,Mountain,4,main
5,"Momin, Amir",Izzet Prowess,Monastery Swiftspear,4,main
6,"Momin, Amir",Izzet Prowess,Island,5,main
7,"Momin, Amir",Izzet Prowess,Sleight of Hand,3,main
8,"Momin, Amir",Izzet Prowess,Slickshot Show-Off,3,main
9,"Momin, Amir",Izzet Prowess,Burst Lightning,3,main
10,"Momin, Amir",Izzet Prowess,Stock Up,4,main
11,"Momin, Amir",Izzet Prowess,Stormchaser's Talent,4,main
12,"Momin, Amir",Izzet Prowess,Riverpyre Verge,4,main
13,"Momin, Amir",Izzet Prowess,Shivan Reef,4,main
14,"Momin, Amir",Izzet Prowess,Spirebluff Canal,4,main
15,"Momin, Amir",Izzet Prowess,Drake Hatcher,2,main
16,"Momin, Amir",Izzet Prowess,Spell Pierce,1,main
17,"Momin, Amir",Izzet Prowess,Screaming Nemesis,2,side
18,"Momin, Amir",Izzet Prowess,Torch the Tower,3,side
19,"Momin, Amir",Izzet Prowess,Drake Hatcher,2,side
20,"Momin, Amir",Izzet Prowess,Ghost Vacuum,2,side
21,"Momin, Amir",Izzet Prowess,Lithomantic Barrage,1,side
22,"Momin, Amir",Izzet Prowess,"Ral, Crackling Wit",2,side
23,"Momin, Amir",Izzet Prowess,Spell Pierce,2,side
24,"Momin, Amir",Izzet Prowess,Witchstalker Frenzy,1,side
0,"Figaro, Jason",Zur Overlords,Analyze the Pollen,1,main
1,"Figaro, Jason",Zur Overlords,Up the Beanstalk,4,main
2,"Figaro, Jason",Zur Overlords,Get Lost,3,main
3,"Figaro, Jason",Zur Overlords,Overlord of the Hauntwoods,4,main
4,"Figaro, Jason",Zur Overlords,Temporary Lockdown,4,main
5,"Figaro, Jason",Zur Overlords,"Zur, Eternal Schemer",4,main
6,"Figaro, Jason",Zur Overlords,"Beza, the Bounding Spring",2,main
7,"Figaro, Jason",Zur Overlords,Day of Judgment,1,main
8,"Figaro, Jason",Zur Overlords,Sunfall,1,main
9,"Figaro, Jason",Zur Overlords,Ride's End,4,main
10,"Figaro, Jason",Zur Overlords,Overlord of the Mistmoors,3,main
11,"Figaro, Jason",Zur Overlords,Leyline Binding,4,main
12,"Figaro, Jason",Zur Overlords,Forest,2,main
13,"Figaro, Jason",Zur Overlords,Plains,2,main
14,"Figaro, Jason",Zur Overlords,Island,1,main
15,"Figaro, Jason",Zur Overlords,Swamp,1,main
16,"Figaro, Jason",Zur Overlords,Lush Portico,4,main
17,"Figaro, Jason",Zur Overlords,Hushwood Verge,4,main
18,"Figaro, Jason",Zur Overlords,Hedge Maze,2,main
19,"Figaro, Jason",Zur Overlords,Shadowy Backstreet,2,main
20,"Figaro, Jason",Zur Overlords,Floodfarm Verge,3,main
21,"Figaro, Jason",Zur Overlords,Wastewood Verge,1,main
22,"Figaro, Jason",Zur Overlords,Cavern of Souls,3,main
23,"Figaro, Jason",Zur Overlords,The Stone Brain,3,side
24,"Figaro, Jason",Zur Overlords,Negate,2,side
25,"Figaro, Jason",Zur Overlords,Heritage Reclamation,3,side
26,"Figaro, Jason",Zur Overlords,"Nissa, Ascended Animist",1,side
27,"Figaro, Jason",Zur Overlords,Rest in Peace,2,side
28,"Figaro, Jason",Zur Overlords,Obstinate Baloth,4,side
0,"Quick, Landon",Jeskai Control,Cori Mountain Monastery,1,main
1,"Quick, Landon",Jeskai Control,Elegant Parlor,2,main
2,"Quick, Landon",Jeskai Control,Floodfarm Verge,4,main
3,"Quick, Landon",Jeskai Control,Fabled Passage,3,main
4,"Quick, Landon",Jeskai Control,Riverpyre Verge,3,main
5,"Quick, Landon",Jeskai Control,"Beza, the Bounding Spring",3,main
6,"Quick, Landon",Jeskai Control,Sunbillow Verge,3,main
7,"Quick, Landon",Jeskai Control,Thundering Falls,2,main
8,"Quick, Landon",Jeskai Control,Three Steps Ahead,1,main
9,"Quick, Landon",Jeskai Control,Get Lost,2,main
10,"Quick, Landon",Jeskai Control,Dispelling Exhale,1,main
11,"Quick, Landon",Jeskai Control,Lightning Helix,4,main
12,"Quick, Landon",Jeskai Control,Stock Up,4,main
13,"Quick, Landon",Jeskai Control,Ill-Timed Explosion,1,main
14,"Quick, Landon",Jeskai Control,"Shiko, Paragon of the Way",4,main
15,"Quick, Landon",Jeskai Control,Marang River Regent // Coil and Catch,3,main
16,"Quick, Landon",Jeskai Control,Day of Judgment,1,main
17,"Quick, Landon",Jeskai Control,Island,2,main
18,"Quick, Landon",Jeskai Control,Plains,2,main
19,"Quick, Landon",Jeskai Control,Mountain,1,main
20,"Quick, Landon",Jeskai Control,Temporary Lockdown,3,main
21,"Quick, Landon",Jeskai Control,Meticulous Archive,3,main
22,"Quick, Landon",Jeskai Control,Rediscover the Way,1,main
23,"Quick, Landon",Jeskai Control,Abrade,1,main
24,"Quick, Landon",Jeskai Control,Torch the Tower,2,main
25,"Quick, Landon",Jeskai Control,"Chandra, Hope's Beacon",1,main
26,"Quick, Landon",Jeskai Control,Change the Equation,1,main
27,"Quick, Landon",Jeskai Control,Surge of Salvation,1,main
28,"Quick, Landon",Jeskai Control,Kutzil's Flanker,3,side
29,"Quick, Landon",Jeskai Control,Wilt-Leaf Liege,2,side
30,"Quick, Landon",Jeskai Control,"Jace, the Perfected Mind",2,side
31,"Quick, Landon",Jeskai Control,Authority of the Consuls,2,side
32,"Quick, Landon",Jeskai Control,Negate,2,side
33,"Quick, Landon",Jeskai Control,Split Up,1,side
34,"Quick, Landon",Jeskai Control,Tishana's Tidebinder,2,side
35,"Quick, Landon",Jeskai Control,Surge of Salvation,1,side
0,"Sloan, Jacob",Zur Overlords,"Beza, the Bounding Spring",2,main
1,"Sloan, Jacob",Zur Overlords,"Elesh Norn, Mother of Machines",1,main
2,"Sloan, Jacob",Zur Overlords,Overlord of the Hauntwoods,4,main
3,"Sloan, Jacob",Zur Overlords,Overlord of the Mistmoors,4,main
4,"Sloan, Jacob",Zur Overlords,"Zur, Eternal Schemer",3,main
5,"Sloan, Jacob",Zur Overlords,Get Lost,2,main
6,"Sloan, Jacob",Zur Overlords,Ride's End,4,main
7,"Sloan, Jacob",Zur Overlords,Analyze the Pollen,1,main
8,"Sloan, Jacob",Zur Overlords,Day of Judgment,2,main
9,"Sloan, Jacob",Zur Overlords,Sunfall,1,main
10,"Sloan, Jacob",Zur Overlords,Leyline Binding,4,main
11,"Sloan, Jacob",Zur Overlords,Temporary Lockdown,3,main
12,"Sloan, Jacob",Zur Overlords,Up the Beanstalk,4,main
13,"Sloan, Jacob",Zur Overlords,Bleachbone Verge,1,main
14,"Sloan, Jacob",Zur Overlords,Cavern of Souls,1,main
15,"Sloan, Jacob",Zur Overlords,Floodfarm Verge,3,main
16,"Sloan, Jacob",Zur Overlords,Forest,1,main
17,"Sloan, Jacob",Zur Overlords,Hedge Maze,3,main
18,"Sloan, Jacob",Zur Overlords,Hushwood Verge,4,main
19,"Sloan, Jacob",Zur Overlords,Island,1,main
20,"Sloan, Jacob",Zur Overlords,Lush Portico,3,main
21,"Sloan, Jacob",Zur Overlords,Meticulous Archive,1,main
22,"Sloan, Jacob",Zur Overlords,Plains,1,main
23,"Sloan, Jacob",Zur Overlords,Razorverge Thicket,1,main
24,"Sloan, Jacob",Zur Overlords,Shadowy Backstreet,2,main
25,"Sloan, Jacob",Zur Overlords,Swamp,1,main
26,"Sloan, Jacob",Zur Overlords,Wastewood Verge,2,main
27,"Sloan, Jacob",Zur Overlords,Authority of the Consuls,3,side
28,"Sloan, Jacob",Zur Overlords,Heritage Reclamation,2,side
29,"Sloan, Jacob",Zur Overlords,High Noon,1,side
30,"Sloan, Jacob",Zur Overlords,Negate,2,side
31,"Sloan, Jacob",Zur Overlords,Obstinate Baloth,3,side
32,"Sloan, Jacob",Zur Overlords,Rest in Peace,2,side
33,"Sloan, Jacob",Zur Overlords,The Stone Brain,1,side
34,"Sloan, Jacob",Zur Overlords,Pawpatch Formation,1,side
0,nsagartz,Jeskai Control,Abrade,1,main
1,nsagartz,Jeskai Control,"Beza, the Bounding Spring",3,main
2,nsagartz,Jeskai Control,"Chandra, Hope's Beacon",1,main
3,nsagartz,Jeskai Control,Cori Mountain Monastery,1,main
4,nsagartz,Jeskai Control,Day of Judgment,1,main
5,nsagartz,Jeskai Control,Dispelling Exhale,3,main
6,nsagartz,Jeskai Control,Elegant Parlor,2,main
7,nsagartz,Jeskai Control,Floodfarm Verge,4,main
8,nsagartz,Jeskai Control,Fountainport,1,main
9,nsagartz,Jeskai Control,Get Lost,3,main
10,nsagartz,Jeskai Control,Island,2,main
11,nsagartz,Jeskai Control,Jeskai Revelation,1,main
12,nsagartz,Jeskai Control,Lightning Helix,4,main
13,nsagartz,Jeskai Control,Marang River Regent // Coil and Catch,2,main
14,nsagartz,Jeskai Control,Meticulous Archive,3,main
15,nsagartz,Jeskai Control,Mountain,1,main
16,nsagartz,Jeskai Control,Negate,1,main
17,nsagartz,Jeskai Control,Plains,2,main
18,nsagartz,Jeskai Control,Rediscover the Way,1,main
19,nsagartz,Jeskai Control,Riverpyre Verge,3,main
20,nsagartz,Jeskai Control,"Shiko, Paragon of the Way",4,main
21,nsagartz,Jeskai Control,Stock Up,4,main
22,nsagartz,Jeskai Control,Sunbillow Verge,4,main
23,nsagartz,Jeskai Control,Temporary Lockdown,3,main
24,nsagartz,Jeskai Control,Three Steps Ahead,2,main
25,nsagartz,Jeskai Control,Thundering Falls,3,main
26,nsagartz,Jeskai Control,"Beza, the Bounding Spring",1,side
27,nsagartz,Jeskai Control,Brotherhood's End,1,side
28,nsagartz,Jeskai Control,Disdainful Stroke,2,side
29,nsagartz,Jeskai Control,Exorcise,2,side
30,nsagartz,Jeskai Control,Ghost Vacuum,1,side
31,nsagartz,Jeskai Control,"Jace, the Perfected Mind",2,side
32,nsagartz,Jeskai Control,Kutzil's Flanker,2,side
33,nsagartz,Jeskai Control,Negate,1,side
34,nsagartz,Jeskai Control,Tishana's Tidebinder,2,side
35,nsagartz,Jeskai Control,Fiery Annihilation,1,side
0,turnerbgregory,Dimir Midrange,Anoint with Affliction,1,main
1,turnerbgregory,Dimir Midrange,Cut Down,3,main
2,turnerbgregory,Dimir Midrange,Darkslick Shores,4,main
3,turnerbgregory,Dimir Midrange,Deep-Cavern Bat,3,main
4,turnerbgregory,Dimir Midrange,Enduring Curiosity,3,main
5,turnerbgregory,Dimir Midrange,Floodpits Drowner,4,main
6,turnerbgregory,Dimir Midrange,Fountainport,1,main
7,turnerbgregory,Dimir Midrange,Gix's Command,1,main
8,turnerbgregory,Dimir Midrange,Gloomlake Verge,4,main
9,turnerbgregory,Dimir Midrange,Go for the Throat,3,main
